SiteId,CMRId,Token#,CertStartDt,CertEndDt,IsTokenized,IR Snt to Evident,Volume(Wh)
db54a94c-61c9-47e2-975a-6cee283b1ff5,,,,,,,
a166845b-a005-44f5-b24e-bd8f02163204,4e2098be-c03d-4adb-9cc5-acb2b1b68b4c,,,,true,,
8ba13b4d-ee32-40c3-a00c-70b1346609aa,,,,,,,
60cc831d-11a5-4d56-aa2a-7f490dd025ac,,,,,,,
e965d7d2-0a5c-4d93-89d7-2d5366f17f54,4c76b933-990e-427f-88f8-0a8465c774b7,,,,true,,
0877ab7b-2a64-42fd-a5b9-ac8c996d2335,,,,,,,
1e7d6b03-d3cc-45a9-99ff-b140030b8a6f,3df29636-9d9b-49c6-a493-da4cf7ec7d37,,,,true,,
db027b53-ea97-4260-b091-88da37f2aeb0,,,,,,,
d1f3d9fd-8f70-451b-94dd-7dd3a72c6740,e7b5fd7b-4fd3-4948-9819-dd94c58f8328,,,,true,,
f0574a11-8dee-4271-94b1-4ec37d8c9c7b,,,,,,,
8a2b03a7-95cf-4d1a-a15f-3544c7c8f0b7,,,,,,,
332caded-0170-42f6-8514-69395839c5e3,3053520e-d4c6-4976-bc00-a9ae048f2bf3,,,,true,,
4ab6d104-8bf8-4990-a271-ec8c846b79d2,,,,,,,
9c2cf96a-f167-4601-9bf1-56868ee468b4,,,,,,,
0c3458ac-1f9d-41f3-ae03-c8bae92cda89,b741d653-811a-4043-be59-983e021c3b4b,,,,true,,
dc8815fa-e1ab-4bba-bc47-9db5fffd999b,a4761fea-6624-4f98-9fbc-fd5b378e4e8b,,,,true,,
141940c2-ef55-4855-9fc5-82ba5bef8437,fcd3ddf3-60a2-474c-a463-abf74ab21a8f,,,,true,,
f4553d5b-7b8b-4618-8da4-cddd8a5d8a64,b0848fe6-8ae0-4353-b8c8-afa431f64e1d,,,,true,,
b7c3d826-ca9b-4843-856a-9a1a9f23ca5a,7e26cde3-7563-41b4-baba-37f9faaae42e,,,,true,,
db027b53-ea97-4260-b091-88da37f2aeb0,dc2d2c36-3f17-4a19-a844-b209ddf2f3f1,,,,true,,
b10d4179-72dd-4c1f-ad3b-2a1a74a344cd,,,,,,,
6d7e9a6d-291f-43f8-8098-393c84bd92a2,eea5dc7d-cfa8-4a38-9334-b602912399cf,,,,true,,
253d6caa-c2da-48b2-9f16-ef76c0c24fd4,,,,,,,
4c8fc10c-1fc2-43eb-836e-049cb46f99de,,,,,,,
765c2d7d-80c0-4651-bf50-f21a0d7e9c4f,51002e9b-6dfa-4413-832c-631edd9e1344,,,,true,,
af38203c-82b3-4598-90ea-b092642f63f8,,,,,,,
54dfe6ba-dca3-4249-8d0b-a894f5ecf216,c59b5415-bf14-4d60-9eff-e0669945b433,,,,true,,
f14ed4ab-5ac2-4563-8651-5c834ede74b8,,,,,,,
ccc49974-ad85-401e-8b95-bdc488133f77,,,,,,,
765c2d7d-80c0-4651-bf50-f21a0d7e9c4f,454eed6e-5cd5-48d9-b322-19c8b1ae6e5f,,,,true,,
afb9a4ad-78f6-493a-9713-da15be8a2718,,,,,,,
185f88d4-75af-4724-ba16-6379a1fe2c72,fbc77486-a582-4ce3-94cf-a346e8a13414,,,,true,,
c33d95f8-1e26-49a3-a1bc-f8b6688b428f,0cb90940-5005-49d2-a2c0-c157235e4307,,,,true,,
d727306a-dc7e-41de-96c0-8ae7b4783b75,173c9984-607a-48ec-9565-0e46943205cd,,,,true,,
f652f2da-717e-4e99-a8c7-cd4d9b708a0b,25588c20-1b0d-42e0-ac92-f9bc704cabc4,,,,true,,
b347fc93-1d46-4696-8508-52fceff72383,,,,,,,
91f209bb-d433-4d00-887e-5381e5e3e76b,14c6e147-3907-4376-9b0e-2047bfdcc085,,,,true,,
e0c87a13-a195-49e1-a1e1-7618ee397ede,8c987a21-e7ea-42f4-b32b-5afc57a6d442,,,,true,,
6b765e74-90bf-430c-a81d-93cf7c9a6fe2,,,,,,,
866458af-8783-43e7-83d0-a447414980b2,ef1c2838-c16e-4c81-a275-e2ce28a31031,,,,true,,
f652f2da-717e-4e99-a8c7-cd4d9b708a0b,00594392-2167-47fa-82cc-2a1fb02337b0,,,,true,,
d80bb3a4-dcf6-433e-8292-e8004c7830d4,debfe1cd-b101-42b5-8715-b00f1b64086f,,,,true,,
553ee737-c958-4cb5-adb8-61e0fb6a298b,,,,,,,
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,9fe28af0-495e-4859-8fd7-e0cf5ebf401c,,,,true,,
d0d7bc8d-a241-4678-9835-d54bbe852f99,,,,,,,
8a62a4d9-6e45-4217-854e-50690268e2ad,,,,,,,
253d6caa-c2da-48b2-9f16-ef76c0c24fd4,f08e954e-d753-4969-b8ef-0901cffd7037,,,,true,,
559fab73-e6b6-41a6-ad5c-37a2c007d6bb,5734c4f3-a180-40f1-af78-54d99a833c67,,,,true,,
3ca53947-959f-430c-97fb-4acac152a8cd,,,,,,,
4cd0113c-72bd-4da2-9ba2-81c9963a470c,25c3e14e-f335-4f67-a2e8-70567cd63579,,,,true,,
cbf184b4-edc7-4f20-9321-ec30d789f4cd,a4c18b74-49f3-4d33-a7a7-1bb498451a6c,,,,true,,
3443959a-ed75-4245-8898-834fab4c7375,,,,,,,
b5685f75-71c7-460c-80d0-fe517ffe2c56,99de0fb9-ca9e-4077-b50a-94b2bd62e4a4,,,,true,,
d84dad4a-6d04-4275-a635-3171c8ccac74,,,,,,,
921c4a7c-f1f8-466e-99e9-cedfe40d1705,654dbe40-620e-4569-b0f9-34230dcc5b3c,,,,true,,
a70a4377-8f11-42c0-b229-770d656fa03e,,,,,,,
4833950c-efe0-4ffa-92bb-1ac486156abc,6a9fc7e3-d0b8-4c3e-9e69-00e5afc24975,,,,true,,
2dabd134-db39-416a-bb5e-3bda0b17687a,570f348a-4908-4658-b15f-997231460ffb,,,,true,,
200b3516-392f-42b8-b4c0-8774c39e7b90,,,,,,,
00fe0220-726c-45cd-88f8-233aa554fbfc,,,,,,,
276eec66-de4e-49a1-bb14-b4fef99bf730,6465faa2-af33-4b0d-b0d1-d07ad8f616bc,,,,true,,
49d2dce9-9e66-40f2-b3ca-75b55e6e5920,,,,,,,
613ea743-0267-451e-a251-1277cee52dc8,7b9c986e-979f-4c85-9a41-6b6d701c1065,,,,true,,
54894149-6fa3-43b6-8842-24204513988d,,,,,,,
615df8b3-d5db-416c-a176-f77e5359f572,,,,,,,
fc439329-1430-4a70-8829-2ccb0c0c4863,,,,,,,
695b8c39-cc51-4b34-aa91-8256428cf5e0,,,,,,,
7e626f1d-6850-4f87-afa2-d327268df3a6,b66f4677-019b-4e7c-b091-9b0dae64d23f,,,,true,,
f27832d0-33c8-4732-81b3-7ce9f11f9bae,7e583254-7da6-478f-875e-6f0505aa9b30,,,,true,,
